id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10440,Private room in Tribeca,5760,Brian,Manhattan,Tribeca,40.766145,-73.984172,Private room,91,3,56,2024-08-17,56.0,60,336
10441,Entire home/apt in Midtown,5760,Brian,Manhattan,Midtown,40.756308,-73.971295,Entire home/apt,346,3,8,2024-08-15,8.0,60,209
10442,Entire home/apt in Harlem,5760,Brian,Manhattan,Harlem,40.759263,-73.992667,Entire home/apt,153,2,7,2024-08-29,7.0,60,263
10443,Entire home/apt in Battery Park,5760,Brian,Manhattan,Battery Park,40.745817,-74.003757,Entire home/apt,129,1,99,2024-08-31,99.0,60,333
10444,Entire home/apt in Battery Park,5760,Brian,Manhattan,Battery Park,40.755907,-73.969298,Entire home/apt,383,3,3,2024-08-10,3.0,60,315
10445,Entire home/apt in Chelsea,5760,Brian,Manhattan,Chelsea,40.768903,-73.994202,Entire home/apt,219,1,13,2024-08-12,13.0,60,228
10446,Private room in Battery Park,5760,Brian,Manhattan,Battery Park,40.75861,-74.009314,Private room,147,1,0,,0.0,60,208
10447,Private room in Chelsea,5760,Brian,Manhattan,Chelsea,40.768945,-73.964077,Private room,146,1,40,2024-08-16,40.0,60,22
10448,Private room in Midtown,5760,Brian,Manhattan,Midtown,40.798058,-73.996365,Private room,187,30,24,2024-08-26,24.0,60,23
10449,Private room in Upper East Side,5760,Brian,Manhattan,Upper East Side,40.774761,-73.959835,Private room,214,1,38,2024-08-30,38.0,60,279
10450,Entire home/apt in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.68355,-74.016352,Entire home/apt,444,5,8,2024-07-21,5.71,60,70
10451,Entire home/apt in Upper East Side,5760,Brian,Manhattan,Upper East Side,40.700371,-74.039968,Entire home/apt,357,2,4,2024-03-30,0.77,60,237
10452,Entire home/apt in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.77107,-73.964355,Entire home/apt,387,2,2,2024-08-12,2.0,60,360
10453,Entire home/apt in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.771495,-73.956749,Entire home/apt,377,30,10,2024-07-19,6.82,60,244
10454,Private room in SoHo,5760,Brian,Manhattan,SoHo,40.74498,-73.996017,Private room,70,7,41,2024-08-06,41.0,60,42
10455,Private room in Tribeca,5760,Brian,Manhattan,Tribeca,40.708892,-73.932686,Private room,127,1,0,,0.0,60,78
10456,Hotel room in Tribeca,5760,Brian,Manhattan,Tribeca,40.740773,-73.966672,Hotel room,353,1,14,2024-08-27,14.0,60,115
10457,Hotel room in Battery Park,5760,Brian,Manhattan,Battery Park,40.702273,-73.975608,Hotel room,401,7,6,2024-08-23,6.0,60,69
10458,Entire home/apt in Chelsea,5760,Brian,Manhattan,Chelsea,40.736214,-73.993693,Entire home/apt,15,2,28,2024-08-16,28.0,60,92
10459,Private room in Upper West Side,5760,Brian,Manhattan,Upper West Side,40.780913,-73.995024,Private room,58,1,23,2024-08-02,23.0,60,170
10460,Entire home/apt in Midtown,5760,Brian,Manhattan,Midtown,40.73474,-73.972303,Entire home/apt,303,14,17,2024-08-19,17.0,60,122
10461,Entire home/apt in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.729708,-73.967872,Entire home/apt,328,7,19,2024-02-23,2.98,60,276
10462,Private room in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.721169,-73.98853,Private room,90,30,6,2024-05-25,1.82,60,326
10463,Private room in Midtown,5760,Brian,Manhattan,Midtown,40.751315,-74.038802,Private room,248,3,14,2024-03-05,2.33,60,243
10464,Entire home/apt in Upper East Side,5760,Brian,Manhattan,Upper East Side,40.759087,-73.944689,Entire home/apt,165,1,1,2024-08-30,1.0,60,86
10465,Entire home/apt in Battery Park,5760,Brian,Manhattan,Battery Park,40.771386,-74.017442,Entire home/apt,235,3,34,2024-08-14,34.0,60,105
10466,Private room in Harlem,5761,Nicole,Manhattan,Harlem,40.725425,-74.04424,Private room,75,1,12,2024-04-27,2.83,1,165
10467,Entire home/apt in Upper East Side,5762,Christopher,Manhattan,Upper East Side,40.774472,-73.977154,Entire home/apt,199,1,24,2024-08-08,24.0,1,164
10468,Private room in Upper East Side,5763,Gary,Manhattan,Upper East Side,40.771069,-73.942558,Private room,106,1,22,2024-08-18,22.0,1,1
10469,Private room in SoHo,5764,Michelle,Manhattan,SoHo,40.759732,-73.984633,Private room,171,7,5,2024-07-22,3.66,3,293
10470,Entire home/apt in Tribeca,5764,Michelle,Manhattan,Tribeca,40.748014,-73.979377,Entire home/apt,341,1,5,2024-07-09,2.78,3,336
10471,Private room in Lower East Side,5764,Michelle,Manhattan,Lower East Side,40.793537,-74.025399,Private room,163,1,41,2024-08-05,41.0,3,335
10472,Entire home/apt in SoHo,5765,Cynthia,Manhattan,SoHo,40.76878,-73.99268,Entire home/apt,564,2,22,2024-08-19,22.0,1,17
10473,Private room in SoHo,5766,Mark,Manhattan,SoHo,40.761176,-73.944445,Private room,56,1,2,2024-06-07,0.7,1,97
10474,Entire home/apt in Chelsea,5767,Nicole,Manhattan,Chelsea,40.768106,-74.038738,Entire home/apt,166,3,15,2024-07-10,8.49,1,155
10475,Private room in Chelsea,5768,Kimberly,Manhattan,Chelsea,40.739085,-73.99247,Private room,131,30,57,2024-08-24,57.0,1,132
10476,Entire home/apt in Tribeca,5769,Amy,Manhattan,Tribeca,40.744838,-73.974966,Entire home/apt,134,3,95,2024-08-23,95.0,1,99
10477,Entire home/apt in Greenwich Village,5770,Angela,Manhattan,Greenwich Village,40.742229,-73.982001,Entire home/apt,357,30,14,2024-07-20,9.77,2,76
10478,Entire home/apt in Harlem,5770,Angela,Manhattan,Harlem,40.762126,-73.967745,Entire home/apt,161,2,13,2024-08-24,13.0,2,74
10479,Private room in Upper West Side,5771,Sarah,Manhattan,Upper West Side,40.76612,-73.97635,Private room,78,2,8,2024-07-30,7.27,5,104
10480,Entire home/apt in Greenwich Village,5771,Sarah,Manhattan,Greenwich Village,40.746582,-73.946093,Entire home/apt,350,1,0,,0.0,5,145
10481,Private room in SoHo,5771,Sarah,Manhattan,SoHo,40.794515,-73.975332,Private room,131,1,3,2024-08-16,3.0,5,16
10482,Private room in Battery Park,5771,Sarah,Manhattan,Battery Park,40.724552,-74.012484,Private room,198,2,36,2024-08-24,36.0,5,105
10483,Entire home/apt in Lower East Side,5771,Sarah,Manhattan,Lower East Side,40.768741,-73.971807,Entire home/apt,256,2,20,2024-08-21,20.0,5,168
10484,Shared room in Upper West Side,5772,Laura,Manhattan,Upper West Side,40.770403,-73.96355,Shared room,98,2,27,2024-08-29,27.0,1,282
10485,Entire home/apt in Harlem,5773,Joshua,Manhattan,Harlem,40.759245,-74.011878,Entire home/apt,250,14,10,2024-07-08,5.45,2,190
10486,Entire home/apt in Greenwich Village,5773,Joshua,Manhattan,Greenwich Village,40.735666,-73.952044,Entire home/apt,264,14,33,2024-08-30,33.0,2,70
10487,Entire home/apt in Upper West Side,5774,Jeffrey,Manhattan,Upper West Side,40.802388,-73.980646,Entire home/apt,306,1,15,2024-03-31,2.92,1,184
10488,Private room in Greenwich Village,5775,Eric,Manhattan,Greenwich Village,40.732241,-73.953216,Private room,218,1,3,2024-05-25,0.91,1,110
10489,Private room in Greenwich Village,5776,Robert,Manhattan,Greenwich Village,40.731231,-73.969966,Private room,118,14,7,2024-05-18,1.98,1,236
10490,Entire home/apt in Midtown,5777,Steven,Manhattan,Midtown,40.751382,-73.981025,Entire home/apt,262,2,14,2024-08-26,14.0,1,43
10491,Entire home/apt in Greenwich Village,5778,Nicholas,Manhattan,Greenwich Village,40.75756,-73.966667,Entire home/apt,247,30,10,2024-08-26,10.0,2,285
10492,Private room in Chelsea,5778,Nicholas,Manhattan,Chelsea,40.770372,-73.985602,Private room,172,1,4,2024-07-15,2.5,2,224
10493,Entire home/apt in Harlem,5779,Stephanie,Manhattan,Harlem,40.766857,-73.990029,Entire home/apt,71,2,7,2024-03-20,1.27,1,123
10494,Entire home/apt in Lower East Side,5780,Nicole,Manhattan,Lower East Side,40.731302,-74.021515,Entire home/apt,284,7,15,2024-07-12,8.82,1,104
10495,Private room in Lower East Side,5781,Michelle,Manhattan,Lower East Side,40.784872,-74.02067,Private room,166,1,10,2024-08-31,10.0,1,78
10496,Entire home/apt in Harlem,5782,Christina,Manhattan,Harlem,40.746901,-73.998231,Entire home/apt,296,1,1,2023-12-28,0.12,1,172
10497,Entire home/apt in Harlem,5783,Melissa,Manhattan,Harlem,40.742703,-73.986663,Entire home/apt,213,1,2,2024-07-26,1.62,1,9
10498,Entire home/apt in Battery Park,5784,Jacob,Manhattan,Battery Park,40.767946,-74.029749,Entire home/apt,253,1,22,2024-07-14,13.47,3,196
10499,Entire home/apt in Upper East Side,5784,Jacob,Manhattan,Upper East Side,40.728675,-73.942663,Entire home/apt,156,2,46,2024-08-31,46.0,3,277
10500,Private room in SoHo,5784,Jacob,Manhattan,SoHo,40.751631,-73.989865,Private room,114,30,15,2024-07-10,8.49,3,268
10501,Private room in Lower East Side,5785,Megan,Manhattan,Lower East Side,40.779213,-73.970435,Private room,175,1,8,2024-08-03,8.0,1,121
10502,Entire home/apt in Tribeca,5786,Brenda,Manhattan,Tribeca,40.745656,-73.97642,Entire home/apt,175,2,21,2024-07-30,19.09,5,40
10503,Hotel room in Tribeca,5786,Brenda,Manhattan,Tribeca,40.788636,-74.013311,Hotel room,252,1,11,2024-08-28,11.0,5,45
10504,Private room in Greenwich Village,5786,Brenda,Manhattan,Greenwich Village,40.747512,-73.984385,Private room,56,2,16,2024-07-12,9.41,5,139
10505,Private room in Lower East Side,5786,Brenda,Manhattan,Lower East Side,40.746195,-74.044055,Private room,173,1,0,,0.0,5,252
10506,Entire home/apt in SoHo,5786,Brenda,Manhattan,SoHo,40.777196,-73.970885,Entire home/apt,269,3,7,2024-08-03,7.0,5,248
10507,Entire home/apt in SoHo,5787,Cynthia,Manhattan,SoHo,40.734806,-74.038082,Entire home/apt,277,2,9,2024-07-13,5.4,2,99
10508,Entire home/apt in SoHo,5787,Cynthia,Manhattan,SoHo,40.758164,-74.037553,Entire home/apt,171,5,6,2024-08-16,6.0,2,208
10509,Entire home/apt in Upper East Side,5788,Cynthia,Manhattan,Upper East Side,40.72781,-74.030866,Entire home/apt,321,1,30,2024-07-21,21.43,1,207
10510,Entire home/apt in Chelsea,5789,Elizabeth,Manhattan,Chelsea,40.771106,-73.917531,Entire home/apt,256,3,7,2024-08-07,7.0,2,93
10511,Private room in SoHo,5789,Elizabeth,Manhattan,SoHo,40.7589,-73.992185,Private room,107,3,20,2024-08-30,20.0,2,47
10512,Entire home/apt in Harlem,5790,Ashley,Manhattan,Harlem,40.767569,-73.987729,Entire home/apt,145,2,13,2024-07-09,7.22,1,85
10513,Entire home/apt in Upper East Side,5791,Eric,Manhattan,Upper East Side,40.74106,-73.983411,Entire home/apt,167,1,8,2024-06-24,3.48,2,176
10514,Entire home/apt in Upper East Side,5791,Eric,Manhattan,Upper East Side,40.714834,-73.961091,Entire home/apt,258,14,21,2024-06-30,10.0,2,25
10515,Entire home/apt in Chelsea,5792,Andrew,Manhattan,Chelsea,40.714624,-73.993719,Entire home/apt,308,5,2,2024-07-22,1.46,1,75
10516,Hotel room in SoHo,5793,Christopher,Manhattan,SoHo,40.746856,-73.980534,Hotel room,299,2,40,2024-08-21,40.0,1,59
10517,Entire home/apt in Lower East Side,5794,Kevin,Manhattan,Lower East Side,40.759744,-73.9199,Entire home/apt,95,5,28,2024-08-19,28.0,1,156
10518,Entire home/apt in Greenwich Village,5795,Dorothy,Manhattan,Greenwich Village,40.771678,-74.00569,Entire home/apt,316,3,5,2024-07-27,4.17,15,107
10519,Entire home/apt in Tribeca,5795,Dorothy,Manhattan,Tribeca,40.746723,-73.973561,Entire home/apt,162,2,30,2024-08-30,30.0,15,129
10520,Shared room in Battery Park,5795,Dorothy,Manhattan,Battery Park,40.785605,-73.933945,Shared room,156,14,1,2024-08-21,1.0,15,326
10521,Entire home/apt in Upper East Side,5795,Dorothy,Manhattan,Upper East Side,40.683961,-73.965856,Entire home/apt,208,7,10,2024-08-10,10.0,15,24
10522,Entire home/apt in Midtown,5795,Dorothy,Manhattan,Midtown,40.733633,-74.01218,Entire home/apt,185,1,41,2024-08-31,41.0,15,100
10523,Entire home/apt in Tribeca,5795,Dorothy,Manhattan,Tribeca,40.735271,-73.969259,Entire home/apt,486,1,3,2024-05-10,0.79,15,266
10524,Private room in Harlem,5795,Dorothy,Manhattan,Harlem,40.781873,-73.984524,Private room,136,14,6,2024-06-05,2.05,15,153
10525,Entire home/apt in Midtown,5795,Dorothy,Manhattan,Midtown,40.737624,-74.012138,Entire home/apt,393,1,9,2024-08-07,9.0,15,78
10526,Private room in Tribeca,5795,Dorothy,Manhattan,Tribeca,40.766715,-74.005923,Private room,76,7,62,2024-07-29,54.71,15,110
10527,Entire home/apt in Harlem,5795,Dorothy,Manhattan,Harlem,40.755808,-73.946354,Entire home/apt,102,2,48,2024-08-06,48.0,15,133
10528,Private room in Lower East Side,5795,Dorothy,Manhattan,Lower East Side,40.730836,-73.998045,Private room,103,1,85,2024-08-31,85.0,15,311
10529,Entire home/apt in Chelsea,5795,Dorothy,Manhattan,Chelsea,40.729635,-73.993741,Entire home/apt,242,1,22,2024-08-25,22.0,15,268
10530,Entire home/apt in Upper East Side,5795,Dorothy,Manhattan,Upper East Side,40.751061,-73.979423,Entire home/apt,295,5,8,2024-07-31,7.5,15,298
10531,Private room in Battery Park,5795,Dorothy,Manhattan,Battery Park,40.791581,-74.022029,Private room,126,1,14,2024-08-18,14.0,15,228
10532,Entire home/apt in Greenwich Village,5795,Dorothy,Manhattan,Greenwich Village,40.776371,-73.990943,Entire home/apt,91,1,15,2024-08-29,15.0,15,223
10533,Private room in SoHo,5796,John,Manhattan,SoHo,40.80274,-73.991067,Private room,130,3,37,2024-08-10,37.0,2,208
10534,Private room in SoHo,5796,John,Manhattan,SoHo,40.71214,-73.962807,Private room,35,2,22,2024-06-17,8.68,2,257
10535,Private room in SoHo,5797,Gary,Manhattan,SoHo,40.736133,-74.02192,Private room,136,1,1,2024-04-23,0.23,1,231
10536,Entire home/apt in Harlem,5798,Brenda,Manhattan,Harlem,40.766039,-74.001023,Entire home/apt,234,2,25,2024-07-05,12.93,1,71
10537,Private room in Greenwich Village,5799,Brenda,Manhattan,Greenwich Village,40.8198,-73.991353,Private room,171,5,14,2024-08-19,14.0,1,276
10538,Entire home/apt in Harlem,5800,Sarah,Manhattan,Harlem,40.729817,-73.998482,Entire home/apt,349,2,2,2024-08-17,2.0,1,297
10539,Entire home/apt in Harlem,5801,Ashley,Manhattan,Harlem,40.773182,-73.992604,Entire home/apt,214,1,0,,0.0,1,102
10540,Entire home/apt in Chelsea,5802,Angela,Manhattan,Chelsea,40.732137,-73.961966,Entire home/apt,153,1,5,2024-07-21,3.57,1,252
10541,Private room in Lower East Side,5803,Steven,Manhattan,Lower East Side,40.774052,-73.979479,Private room,113,5,15,2024-08-09,15.0,1,355
10542,Entire home/apt in Chelsea,5804,Kimberly,Manhattan,Chelsea,40.739213,-74.00458,Entire home/apt,194,30,4,2024-06-10,1.45,1,204
10543,Entire home/apt in Battery Park,5805,Kevin,Manhattan,Battery Park,40.76217,-74.003802,Entire home/apt,224,2,39,2024-08-31,39.0,1,250
10544,Private room in SoHo,5806,Brittany,Manhattan,SoHo,40.755745,-73.938816,Private room,15,1,31,2024-08-22,31.0,1,334
10545,Private room in Battery Park,5807,Michelle,Manhattan,Battery Park,40.807802,-73.986658,Private room,71,1,77,2024-08-19,77.0,1,186
10546,Shared room in Battery Park,5808,Emma,Manhattan,Battery Park,40.764364,-73.992184,Shared room,135,1,24,2024-08-15,24.0,1,291
10547,Private room in Battery Park,5809,Olivia,Manhattan,Battery Park,40.775801,-73.964796,Private room,107,1,40,2024-08-16,40.0,1,139
10548,Entire home/apt in Tribeca,5810,Joshua,Manhattan,Tribeca,40.778649,-73.972837,Entire home/apt,234,3,5,2024-08-21,5.0,1,222
10549,Entire home/apt in Greenwich Village,5811,Eric,Manhattan,Greenwich Village,40.744096,-73.988011,Entire home/apt,244,1,4,2024-06-21,1.67,1,211
10550,Entire home/apt in Lower East Side,5812,Andrew,Manhattan,Lower East Side,40.787984,-73.968878,Entire home/apt,126,1,0,,0.0,1,137
10551,Entire home/apt in Harlem,5813,David,Manhattan,Harlem,40.789796,-73.959676,Entire home/apt,349,5,9,2024-07-03,4.5,1,240
10552,Entire home/apt in Battery Park,5814,Steven,Manhattan,Battery Park,40.790769,-74.046866,Entire home/apt,328,1,11,2024-07-25,8.68,1,257
10553,Entire home/apt in Upper East Side,5815,Jessica,Manhattan,Upper East Side,40.764816,-73.995216,Entire home/apt,222,1,31,2024-08-29,31.0,1,298
10554,Entire home/apt in Tribeca,5816,Edward,Manhattan,Tribeca,40.707717,-73.978877,Entire home/apt,268,14,6,2024-08-21,6.0,1,189
10555,Entire home/apt in Harlem,5817,John,Manhattan,Harlem,40.792246,-73.985198,Entire home/apt,214,1,4,2024-08-17,4.0,1,200
10556,Private room in SoHo,5818,Anthony,Manhattan,SoHo,40.775654,-73.995975,Private room,15,14,19,2024-08-28,19.0,1,272
10557,Private room in Midtown,5819,Samantha,Manhattan,Midtown,40.772192,-73.986009,Private room,187,1,81,2024-08-31,81.0,1,198
10558,Entire home/apt in Harlem,5820,Steven,Manhattan,Harlem,40.739411,-74.00687,Entire home/apt,211,1,9,2024-08-30,9.0,1,181
10559,Entire home/apt in Lower East Side,5821,Gary,Manhattan,Lower East Side,40.775514,-73.976185,Entire home/apt,443,7,11,2024-05-16,3.06,1,263
10560,Entire home/apt in Battery Park,5822,James,Manhattan,Battery Park,40.775368,-74.037881,Entire home/apt,360,1,4,2024-06-01,1.3,2,102
10561,Entire home/apt in SoHo,5822,James,Manhattan,SoHo,40.73596,-73.954393,Entire home/apt,264,3,3,2024-07-07,1.61,2,333
10562,Entire home/apt in Chelsea,5823,Jennifer,Manhattan,Chelsea,40.713313,-73.994108,Entire home/apt,56,2,18,2024-08-10,18.0,1,188
10563,Private room in Battery Park,5824,Matthew,Manhattan,Battery Park,40.759599,-73.987681,Private room,97,14,11,2024-08-12,11.0,1,362
10564,Entire home/apt in Greenwich Village,5825,Olivia,Manhattan,Greenwich Village,40.771437,-73.89307,Entire home/apt,133,3,4,2024-08-01,3.87,30,225
10565,Hotel room in Chelsea,5825,Olivia,Manhattan,Chelsea,40.784062,-73.957384,Hotel room,203,1,1,2024-07-02,0.49,30,211
10566,Private room in Battery Park,5825,Olivia,Manhattan,Battery Park,40.765301,-73.979372,Private room,178,1,7,2024-07-24,5.38,30,356
10567,Private room in Chelsea,5825,Olivia,Manhattan,Chelsea,40.738927,-73.979469,Private room,128,3,11,2024-08-31,11.0,30,207
10568,Hotel room in Battery Park,5825,Olivia,Manhattan,Battery Park,40.756785,-74.028943,Hotel room,288,7,12,2024-08-31,12.0,30,27
10569,Entire home/apt in SoHo,5825,Olivia,Manhattan,SoHo,40.714844,-73.986161,Entire home/apt,218,7,3,2024-06-22,1.27,30,183
10570,Entire home/apt in SoHo,5825,Olivia,Manhattan,SoHo,40.722565,-74.017153,Entire home/apt,206,2,13,2024-08-04,13.0,30,212
10571,Entire home/apt in SoHo,5825,Olivia,Manhattan,SoHo,40.779633,-73.997094,Entire home/apt,304,2,20,2024-08-19,20.0,30,209
10572,Private room in Upper West Side,5825,Olivia,Manhattan,Upper West Side,40.777754,-73.966396,Private room,63,1,65,2024-08-28,65.0,30,24
10573,Entire home/apt in SoHo,5825,Olivia,Manhattan,SoHo,40.763555,-73.968653,Entire home/apt,139,1,14,2024-07-07,7.5,30,350
10574,Private room in Upper West Side,5825,Olivia,Manhattan,Upper West Side,40.738268,-73.992984,Private room,226,2,0,,0.0,30,299
10575,Private room in Battery Park,5825,Olivia,Manhattan,Battery Park,40.740926,-74.050428,Private room,224,1,5,2024-07-11,2.88,30,63
10576,Entire home/apt in Tribeca,5825,Olivia,Manhattan,Tribeca,40.752325,-73.916855,Entire home/apt,152,3,8,2024-05-26,2.45,30,352
10577,Private room in Lower East Side,5825,Olivia,Manhattan,Lower East Side,40.759641,-73.904096,Private room,206,3,0,,0.0,30,250
10578,Entire home/apt in Midtown,5825,Olivia,Manhattan,Midtown,40.727025,-73.986414,Entire home/apt,423,14,6,2024-07-18,4.0,30,179
10579,Entire home/apt in Greenwich Village,5825,Olivia,Manhattan,Greenwich Village,40.77772,-74.059685,Entire home/apt,411,2,11,2024-07-10,6.23,30,74
10580,Private room in Tribeca,5825,Olivia,Manhattan,Tribeca,40.804262,-73.982987,Private room,75,3,17,2024-08-16,17.0,30,88
10581,Entire home/apt in Lower East Side,5825,Olivia,Manhattan,Lower East Side,40.749351,-73.992067,Entire home/apt,295,2,2,2024-07-27,1.67,30,106
10582,Entire home/apt in Harlem,5825,Olivia,Manhattan,Harlem,40.693623,-73.944436,Entire home/apt,197,1,25,2024-08-09,25.0,30,119
10583,Private room in Battery Park,5825,Olivia,Manhattan,Battery Park,40.739306,-73.97417,Private room,101,1,20,2024-08-26,20.0,30,286
10584,Private room in Upper East Side,5825,Olivia,Manhattan,Upper East Side,40.714,-73.947263,Private room,110,1,0,,0.0,30,114
10585,Entire home/apt in Battery Park,5825,Olivia,Manhattan,Battery Park,40.767514,-73.90038,Entire home/apt,344,5,4,2024-08-09,4.0,30,63
10586,Entire home/apt in Battery Park,5825,Olivia,Manhattan,Battery Park,40.785875,-74.010673,Entire home/apt,237,2,1,2024-08-11,1.0,30,339
10587,Hotel room in Harlem,5825,Olivia,Manhattan,Harlem,40.768859,-73.998806,Hotel room,318,3,2,2024-07-10,1.13,30,285
10588,Private room in SoHo,5825,Olivia,Manhattan,SoHo,40.773547,-73.953447,Private room,146,5,9,2024-06-07,3.14,30,239
